"Precio compra" "Precio mantenimiento" "Número puertas" "Número personas" "Tamaño maletero" "Seguridad" "Aceptación del coche"
"Muy alto" "Bajo" 2 "Más de 4" "Medio" "Medio" "Inaceptable"
"Muy alto" "Bajo" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Muy alto" "Bajo" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Muy alto" "Bajo" 2 "Más de 4" "Grande" "Alto" "Aceptable"
"Muy alto" "Bajo" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 2 "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" 3 2 "Pequeño" "Alto" "Inaceptable"
"Muy alto" "Bajo" 3 2 "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 2 "Medio" "Medio" "Inaceptable"
"Muy alto" "Bajo" 3 2 "Medio" "Alto" "Inaceptable"
"Muy alto" "Bajo" 3 2 "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 2 "Grande" "Medio" "Inaceptable"
"Muy alto" "Bajo" 3 2 "Grande" "Alto" "Inaceptable"
"Muy alto" "Bajo" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 4 "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" 3 4 "Pequeño" "Alto" "Aceptable"
"Muy alto" "Bajo" 3 4 "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 4 "Medio" "Medio" "Inaceptable"
"Muy alto" "Bajo" 3 4 "Medio" "Alto" "Aceptable"
"Muy alto" "Bajo" 3 4 "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 4 "Grande" "Medio" "Aceptable"
"Muy alto" "Bajo" 3 4 "Grande" "Alto" "Aceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Medio" "Alto" "Aceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Muy alto" "Bajo" 3 "Más de 4" "Grande" "Alto" "Aceptable"
"Muy alto" "Bajo" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 2 "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" 4 2 "Pequeño" "Alto" "Inaceptable"
"Muy alto" "Bajo" 4 2 "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 2 "Medio" "Medio" "Inaceptable"
"Muy alto" "Bajo" 4 2 "Medio" "Alto" "Inaceptable"
"Muy alto" "Bajo" 4 2 "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 2 "Grande" "Medio" "Inaceptable"
"Muy alto" "Bajo" 4 2 "Grande" "Alto" "Inaceptable"
"Muy alto" "Bajo" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 4 "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" 4 4 "Pequeño" "Alto" "Aceptable"
"Muy alto" "Bajo" 4 4 "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 4 "Medio" "Medio" "Aceptable"
"Muy alto" "Bajo" 4 4 "Medio" "Alto" "Aceptable"
"Muy alto" "Bajo" 4 4 "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 4 "Grande" "Medio" "Aceptable"
"Muy alto" "Bajo" 4 4 "Grande" "Alto" "Aceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Medio" "Alto" "Aceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Muy alto" "Bajo" 4 "Más de 4" "Grande" "Alto" "Aceptable"
"Muy alto" "Bajo" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 4 "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Muy alto" "Bajo" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Muy alto" "Bajo" "5 o más" 4 "Medio" "Alto" "Aceptable"
"Muy alto" "Bajo" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Muy alto" "Bajo" "5 o más" 4 "Grande" "Alto" "Aceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Medio" "Alto" "Aceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Muy alto" "Bajo" "5 o más" "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Muy alto" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 2 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 2 "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 2 "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 2 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 2 "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 2 "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 4 "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 2 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 4 "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 4 "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 2 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 4 "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 4 "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 2 "Más de 4" "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 2 "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 2 "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 2 "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 2 "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 4 "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 4 "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 4 "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 4 "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 4 "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 3 "Más de 4" "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 2 "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 2 "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 2 "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 2 "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 4 "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 4 "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 4 "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 4 "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 4 "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" 4 "Más de 4" "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" 4 "Grande" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Medio" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Medio" "Alto" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Grande" "Medio" "Inaceptable"
"Alto" "Muy alto" "5 o más" "Más de 4" "Grande" "Alto" "Inaceptable"
"Alto" "Alto" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 2 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 2 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Alto" 2 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 2 2 "Medio" "Medio" "Inaceptable"
"Alto" "Alto" 2 2 "Medio" "Alto" "Inaceptable"
"Alto" "Alto" 2 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 2 2 "Grande" "Medio" "Inaceptable"
"Alto" "Alto" 2 2 "Grande" "Alto" "Inaceptable"
"Alto" "Alto" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 2 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 2 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Alto" 2 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 2 4 "Medio" "Medio" "Inaceptable"
"Alto" "Alto" 2 4 "Medio" "Alto" "Aceptable"
"Alto" "Alto" 2 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 2 4 "Grande" "Medio" "Aceptable"
"Alto" "Alto" 2 4 "Grande" "Alto" "Aceptable"
"Alto" "Alto" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Alto" "Alto" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 2 "Más de 4" "Medio" "Medio" "Inaceptable"
"Alto" "Alto" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Alto" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Alto" 2 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Alto" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 3 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 3 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Alto" 3 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 3 2 "Medio" "Medio" "Inaceptable"
"Alto" "Alto" 3 2 "Medio" "Alto" "Inaceptable"
"Alto" "Alto" 3 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 3 2 "Grande" "Medio" "Inaceptable"
"Alto" "Alto" 3 2 "Grande" "Alto" "Inaceptable"
"Alto" "Alto" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 3 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 3 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Alto" 3 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 3 4 "Medio" "Medio" "Inaceptable"
"Alto" "Alto" 3 4 "Medio" "Alto" "Aceptable"
"Alto" "Alto" 3 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 3 4 "Grande" "Medio" "Aceptable"
"Alto" "Alto" 3 4 "Grande" "Alto" "Aceptable"
"Alto" "Alto" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 3 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Alto" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Alto" 3 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Alto" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Alto" 3 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Alto" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 4 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 4 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Alto" 4 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 4 2 "Medio" "Medio" "Inaceptable"
"Alto" "Alto" 4 2 "Medio" "Alto" "Inaceptable"
"Alto" "Alto" 4 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 4 2 "Grande" "Medio" "Inaceptable"
"Alto" "Alto" 4 2 "Grande" "Alto" "Inaceptable"
"Alto" "Alto" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 4 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 4 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Alto" 4 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 4 4 "Medio" "Medio" "Aceptable"
"Alto" "Alto" 4 4 "Medio" "Alto" "Aceptable"
"Alto" "Alto" 4 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 4 4 "Grande" "Medio" "Aceptable"
"Alto" "Alto" 4 4 "Grande" "Alto" "Aceptable"
"Alto" "Alto" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" 4 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Alto" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Alto" 4 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Alto" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Alto" 4 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Alto" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Alto" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Alto" "Alto" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Alto" "Alto" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Alto" "Alto" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Alto" "Alto" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Alto" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Alto" "Alto" "5 o más" 4 "Medio" "Alto" "Aceptable"
"Alto" "Alto" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Alto" "Alto" "5 o más" 4 "Grande" "Alto" "Aceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Alto" "5 o más" "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Medio" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 2 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 2 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Medio" 2 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 2 2 "Medio" "Medio" "Inaceptable"
"Alto" "Medio" 2 2 "Medio" "Alto" "Inaceptable"
"Alto" "Medio" 2 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 2 2 "Grande" "Medio" "Inaceptable"
"Alto" "Medio" 2 2 "Grande" "Alto" "Inaceptable"
"Alto" "Medio" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 2 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 2 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Medio" 2 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 2 4 "Medio" "Medio" "Inaceptable"
"Alto" "Medio" 2 4 "Medio" "Alto" "Aceptable"
"Alto" "Medio" 2 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 2 4 "Grande" "Medio" "Aceptable"
"Alto" "Medio" 2 4 "Grande" "Alto" "Aceptable"
"Alto" "Medio" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Alto" "Medio" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 2 "Más de 4" "Medio" "Medio" "Inaceptable"
"Alto" "Medio" 2 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Medio" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 2 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Medio" 2 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Medio" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 3 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 3 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Medio" 3 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 3 2 "Medio" "Medio" "Inaceptable"
"Alto" "Medio" 3 2 "Medio" "Alto" "Inaceptable"
"Alto" "Medio" 3 2 "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 3 2 "Grande" "Medio" "Inaceptable"
"Alto" "Medio" 3 2 "Grande" "Alto" "Inaceptable"
"Alto" "Medio" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 3 4 "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 3 4 "Pequeño" "Alto" "Aceptable"
"Alto" "Medio" 3 4 "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 3 4 "Medio" "Medio" "Inaceptable"
"Alto" "Medio" 3 4 "Medio" "Alto" "Aceptable"
"Alto" "Medio" 3 4 "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 3 4 "Grande" "Medio" "Aceptable"
"Alto" "Medio" 3 4 "Grande" "Alto" "Aceptable"
"Alto" "Medio" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 3 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Alto" "Medio" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Alto" "Medio" 3 "Más de 4" "Medio" "Alto" "Aceptable"
"Alto" "Medio" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Alto" "Medio" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Alto" "Medio" 3 "Más de 4" "Grande" "Alto" "Aceptable"
"Alto" "Medio" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Alto" "Medio" 4 2 "Pequeño" "Medio" "Inaceptable"
"Alto" "Medio" 4 2 "Pequeño" "Alto" "Inaceptable"
"Alto" "Medio" 4 2 "Medio" "Bajo" "Inaceptable"
"Alto" "Medio" 4 2 "Medio" "Medio" "Inaceptable"
